"","plot","site","burn","burn.name","letter","plot.name","burn.year","ecoregion","moisture","date","elev","slope","aspect","org","org.tree","ave.arh","ice.2015","resistance.2015","resistance.2016","ice.2016","ERT","seed.trap","Bryoria","Evernia","Usnea","ba.Alcr","ba.Bene","ba.Betsp","ba.Lala","ba.Piba","ba.Picea","ba.Pigl","ba.Pima","ba.Poba","ba.Potr","ba.Salix","ba.Decid","ba.Unknown","Lala.dens","Piba.dens","Picea.dens","Pigl.dens","Pima.dens","Poba.dens","Potr.dens","Unknown.dens","Alcr.dens","Bene.dens","Betsp.dens","Salix.dens","Decid.dens","pima.prop","piba.prop","other.prop","Dom","age.y","DOB_LB","FFMC_LB","DMC_LB","DC_LB","ISI_LB","BUI_LB","FWI_LB","VPD_LB","LCC05_start","LCC05_end","LCC05_consensus","Lat_start","Long_start","Elev_start","Lat_end","Long_end","Elev_end","strata","tree.bio.m2","tree.bio.carbon.m2","tree.bio.cons.m2B","tree.carbon.cons.m2B","BA.ALL","DENSITY.ALL","burn.depth","burn.depth.arh","burn.depthJP","tree.carbon.prefire.m2","tree.bio.prefire.m2","residual.soil.carbon.gCm2","prefire.soil.carbon.gCm2","soil.carbon.cons.gCm2","total.combustion.gCm2","total.prefire.gCm2","prop.total.gcm2.combusted","prop.soil.total.gCm2","sand"
"174","ZF44-9C","ZF44-9","ZF44","Gameti East","C","ZF044-009C",2014,"shield","mesic-subxeric","4-Aug-15",207.366,4,217,9.05,7,5.816666667,"NO ICE",68.4,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,14.78891652,0,0,0,0,0.822311877,0,0,0,0,0.466666667,0,0,0.033333333,0,0,0,0,0.016666667,0.903225807,0,0.096774193,"Pima",110,189,81.0127,48.5154,218.196,2.48345,62.3644,8.48953,2275.38,9,7,9,64.104927,-117.251383,207.366,64.105169,-117.25113,202.865,"Conifer-medium (us:lichen), new",3.857137769,1.928568885,1299.486343,649.743171,15.61122839,0.516666667,9.614280661,9.614280661,NA,1928.568885,3857.137769,2672.861727,5836.447334,3163.585607,3813.328778,7765.016219,0.491090897,0.829612601,76.11829026
"175","ZF46-15A","ZF46-15","ZF46","Northern","A","ZF046-015A",2014,"plains","xeric","14-Jul-15",256,0,NA,1.4,NA,NA,"NO ICE",55.1,NA,NA,"no","no","no","yes","yes",0,0,0,0,12.68627473,0,0,7.255115534,0,0,0,0,1.058454925,0,0.25,0,0,0.4,0,0,0.066666667,0,0,0,0,0,0.558139535,0.348837209,0.093023256,"Pima",70,204,95.6796,140.551,471.162,16.9593,161.019,52.3874,3821.71,20,20,20,62.477749,-116.50997,262.411,62.477979,-116.509793,259.831,"new early",5.11867516,2.55933758,0,0,17.05636101,0.333333333,NA,NA,NA,2559.33758,5118.67516,NA,NA,NA,NA,NA,NA,NA,NA
"176","ZF46-15B","ZF46-15","ZF46","Northern","B","ZF046-015B",2014,"plains","mesic-subxeric","14-Jul-15",262.411,0,NA,3.4,4.15,4.15,"ICE",101.7,138.1,"no ice","no","yes","no","yes","no",0,0,0,0,15.34458572,0,0,0,0,1.695936434,0,0,0.015838863,0,0.15,0,0,0,0,0.166666667,0.016666667,0,0,0,0,0,0,0.449999999,0.550000001,"Piba",116,203,94.7374,134.242,461.765,11.9228,155.482,41.5763,3250.24,9,9,9,62.479209,-116.507,266.893,62.479402,-116.506777,257.523,"new early",5.744650267,2.872325133,1172.824075,586.412037,20.99984519,0.716666667,6.7,7.649377377,6.7,2872.325133,5744.650267,4150.188293,4933.923486,783.7351929,1370.14723,7806.248619,0.175519292,0.572008012,NA
"177","ZF46-15C","ZF46-15","ZF46","Northern","C","ZF046-015C",2014,"plains","mesic-subhygric","15-Jul-15",266.893,0,NA,30.5,23.6,2.75,"ICE",96.5,124.2,"ice","no","no","no","no","no",0,0,0,0,2.380410934,0,0,9.458026483,0,0,0,0,0,0,0.033333333,0,0,0.55,0,0,0,0,0,0,0,0,0.942857143,0.057142857,0,"Pima",80,204,95.6796,140.551,471.162,16.9593,161.019,52.3874,3821.71,7,7,7,62.48114,-116.5082,256,62.481382,-116.507975,259.785,"new early",3.428203679,1.714101839,704.871181,352.43559,11.83843742,0.583333333,7.056110195,7.056110195,NA,1714.101839,3428.203679,26151.75307,29193.66094,3041.907871,3394.343461,30907.76278,0.109821713,0.896169732,NA
"178","ZF46-18A","ZF46-18","ZF46","Northern","A","ZF046-018A",2014,"plains","xeric","14-Jul-15",266.389,5,0,0.95,0.55,1.833333333,"NO ICE",28.1,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,12.62841707,0,0,0.36769724,0,0,0,0,0,0,1.016666667,0,0,0.016666667,0,0,0,0.51666667,0,0,0,0,0.010752688,0.655913977,0.333333335,"Piba",145,220,84.0401,39.4061,522.722,2.81061,66.3143,9.80554,1567.75,20,20,20,62.345521,-116.47853,266.389,62.345817,-116.478371,270.812,"new late",3.928313784,1.964156892,678.808515,339.404257,12.99611431,1.033333333,5.39,5.097551967,5.39,1964.156892,3928.313784,714.4371003,1218.159834,503.7227335,843.1269905,3182.316726,0.264941256,0.597445864,93.475
"179","ZF46-18B","ZF46-18","ZF46","Northern","B","ZF046-018B",2014,"plains","mesic-subhygric","14-Jul-15",268.081,0,NA,36.6,42.2,7.233333333,"ICE",50.4,51.7,"no ice","yes","yes","no","no","no",0,0,0,0,0,0,0,2.199114858,0,0,0,0,0.378169216,0,0,0,0,0.45,0,0,0.15,0,0,0,0,0,0.75,0,0.25,"Pima",71,220,84.0401,39.4061,522.722,2.81061,66.3143,9.80554,1567.75,20,20,20,62.344838,-116.479873,268.081,62.345143,-116.479632,269.712,"new late",0.420299108,0.210149554,243.906482,121.953241,2.577284073,0.6,12.03964001,12.03964001,NA,210.149554,420.299108,8411.738256,14739.64263,6327.904374,6449.857615,14949.79218,0.4314346,0.981092103,76.05879422
"180","ZF46-18C","ZF46-18","ZF46","Northern","C","ZF046-018C",2014,"plains","mesic-subxeric","16-Jul-15",278.862,0,NA,3.85,1.125,NA,"NO ICE",52.9,NA,NA,"no","no","yes","yes","yes",0,0,0,0,27.81212706,0,0,0,0,1.110029404,0,0,0,0,0.833333333,0,0,0,0,0.266666667,0,0,0,0,0,0,0,0.757575757,0.242424243,"Piba",71,222,91.8213,46.5004,537.309,7.38927,76.4584,22.3336,2350.38,20,20,20,62.34368,-116.476407,278.862,62.343978,-116.476182,290.277,"new late",8.044347925,4.022173963,83.0198,41.5099,28.92215647,1.1,6.25,8.023861552,6.25,4022.173963,8044.347925,1114.172023,1846.639754,732.4677307,773.9776307,5868.813717,0.131879741,0.946368088,93.48964829
"181","ZF46-1A","ZF46-1","ZF46","Northern","A","ZF046-001A",2014,"plains","xeric","13-Jul-15",258.181,0,NA,0.4,NA,NA,"NO ICE",106.5,NA,NA,"no","no","no","no","no",0,0,0,0,11.90493446,0,0,0,0,0,0,0,0,0,0.183333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Piba",72,203,94.7374,134.242,461.765,11.9228,155.482,41.5763,3250.24,9,9,9,62.481289,-116.517971,258.181,62.481517,-116.5178,263.755,"new early",3.650042818,1.825021409,583.001912,291.500956,11.90493446,0.183333333,5.94,NA,5.94,1825.021409,3650.042818,1599.053986,2136.768579,537.7145933,829.2155493,3961.789988,0.209303257,0.648461783,90.97725569
"182","ZF46-1B","ZF46-1","ZF46","Northern","B","ZF046-001B",2014,"plains","mesic-subhygric","13-Jul-15",253.807,0,NA,16.1,13.6,4.55,"ICE",117,137.5,"ice","yes","yes","no","no","no",0,0,0,0,0,0,1.132151453,11.82626375,0,0,0,0,0,0,0,0,0.016666667,1.4,0,0,0,0,0,0,0,0,0.988235294,0,0.011764706,"Pima",72,203,94.7374,134.242,461.765,11.9228,155.482,41.5763,3250.24,9,9,9,62.479949,-116.519741,253.807,62.480212,-116.519525,254.583,"new early",3.023146962,1.511573481,1435.911885,717.955943,12.9584152,1.416666667,8.497562276,8.497562276,NA,1511.573481,3023.146962,12183.37153,16115.45456,3932.08303,4650.038973,17627.02804,0.263801644,0.845602167,93.49688953
"183","ZF46-1C","ZF46-1","ZF46","Northern","C","ZF046-001C",2014,"plains","mesic","14-Jul-15",253.444,0,NA,11.35,12.2,6.133333333,"NO ICE",95.1,NA,NA,"yes","no","no","no","no",0,0,0,0,3.952123558,0,0,5.084144111,0,0,0,0,0.335234116,0,0.083333333,0,0,1.133333333,0,0,0.033333333,0,0,0,0,0,0.906666667,0.066666666,0.026666666,"Pima",72,203,94.7374,134.242,461.765,11.9228,155.482,41.5763,3250.24,9,9,9,62.484674,-116.517876,253.444,62.484966,-116.517714,257.804,"new early",1.878760533,0.939380266,435.400797,217.700398,9.371501785,1.25,10.02833071,10.02833071,NA,939.380266,1878.760533,7451.210299,11689.56824,4238.357939,4456.058337,12628.9485,0.352844763,0.951145075,95.98002497
"184","ZF46-21A","ZF46-21","ZF46","Northern","A","ZF046-021A",2014,"plains","mesic-subxeric","15-Jul-15",269,0,NA,1.75,1.85,3.1,"NO ICE",25.6,NA,NA,"no","no","no","no","no",0,0,0,0,16.04162659,0,0,2.33904663,0,0,0,0,0.154592538,0,0.716666667,0,0,0.883333333,0,0,0.05,0,0,0,0,0,0.535353535,0.434343435,0.03030303,"Pima",72,216,92.9585,89.7138,545.18,11.29,127.128,37.7369,2799.78,20,20,20,62.34956,-116.51363,269,62.34979,-116.51335,267,"new late",4.690207388,2.345103694,932.850308,466.425154,18.53526576,1.65,6.474881571,6.474881571,NA,2345.103694,4690.207388,909.8733044,3588.30456,2678.431255,3144.856409,5933.408254,0.530025286,0.851686343,NA
"185","ZF46-21B","ZF46-21","ZF46","Northern","B","ZF046-021B",2014,"plains","mesic-subhygric","15-Jul-15",266.937,0,NA,14.7,11.7,6.433333333,"ICE",51.9,45.6,"no ice","no","yes","no","no","yes",0,0,0,0,7.016747192,0,0,10.06867356,0,0,0,0,2.222415003,0,0.15,0,0,1.25,0,0,0.066666667,0,0,0,0,0,0.852272727,0.102272727,0.045454546,"Pima",72,213,91.5355,77.48,521.539,10.5228,112.994,34.4081,1892.04,20,20,20,62.350499,-116.508761,266.937,62.350734,-116.508508,266.27,"new late",4.680330336,2.340165168,1182.975668,591.487834,19.30783575,1.466666667,10.4594663,10.4594663,NA,2340.165168,4680.330336,11186.61026,16528.63449,5342.024235,5933.512069,18868.79966,0.314461554,0.900314042,NA
"186","ZF46-21C","ZF46-21","ZF46","Northern","C","ZF046-021C",2014,"plains","xeric","16-Jul-15",266.449,6,319,1.95,1.95,2.883333333,"NO ICE",19.7,NA,NA,"no","no","no","yes","yes",0,0,0,0,14.37474989,0,0,0,0,0,0,0,0,0,0.616666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Piba",72,214,89.9455,81.1979,529.104,7.14727,117.367,26.9321,2202.46,9,9,9,62.351207,-116.505123,266.449,62.351459,-116.50494,270.288,"new late",3.857854118,1.928927059,223.222202,111.611101,14.37474989,0.616666667,4.39,6.250468499,4.39,1928.927059,3857.854118,1707.693613,2139.108937,431.4153237,543.0264247,4068.035996,0.133486141,0.794464697,NA
"187","ZF46-24A","ZF46-24","ZF46","Northern","A","ZF046-024A",2014,"plains","subxeric","21-Aug-15",271.85,0,NA,2.7,3.3,3.625,"NO ICE",22.5,NA,NA,"no","no","no","no","no",0,0,0,0,5.035842124,0,0,0.113228235,0,0.219256987,0,0,0,0,0.35,0,0,0.05,0,0.1,0,0,0,0,0,0,0.1,0.7,0.2,"Piba",33,216,92.9585,89.7138,545.18,11.29,127.128,37.7369,2799.78,20,20,20,62.347525,-116.511635,271.85,62.347786,-116.511436,266.541,"new late",1.686124927,0.843062464,268.987071,134.493535,5.368327347,0.5,4.47,6.773019949,4.47,843.062464,1686.124927,1241.444983,1579.171468,337.7264846,472.2200196,2422.233932,0.194952277,0.715188833,88.46923462
"188","ZF46-24B","ZF46-24","ZF46","Northern","B","ZF046-024B",2014,"plains","mesic","21-Aug-15",263.852,0,NA,5.85,6.2,4.566666667,"NO ICE",48.6,NA,NA,"no","no","no","no","no",0,0,0,0.395971574,3.867693256,0,0,4.11378468,0,0,0,0,0.43209989,0.016666667,0.466666667,0,0,1.15,0,0,0.05,0,0,0,0,0,0.683168317,0.277227723,0.039603961,"Pima",72,216,92.9585,89.7138,545.18,11.29,127.128,37.7369,2799.78,20,20,20,62.347227,-116.509055,263.852,62.34746,-116.508796,254.513,"new late",1.654094672,0.827047336,647.245146,323.622573,8.809549399,1.683333333,8.175047037,8.175047037,NA,827.047336,1654.094672,3418.448509,6501.556854,3083.108344,3406.730917,7328.60419,0.464853993,0.90500495,95.96996245
"189","ZF46-24C","ZF46-24","ZF46","Northern","C","ZF046-024C",2014,"plains","xeric","21-Aug-15",258.808,0,NA,1.5,NA,NA,"NO ICE",82,NA,NA,"no","no","no","yes","no",0,0,0,0,13.78373777,0,0,0,0,0.325285739,0,0,0.570199067,0,0.4,0,0,0,0,0.116666667,0.016666667,0,0,0,0,0,0,0.749999999,0.250000001,"Piba",72,216,92.9585,89.7138,545.18,11.29,127.128,37.7369,2799.78,9,20,20,62.34981,-116.500331,258.808,62.350047,-116.500188,250.813,"new late",4.088337039,2.044168519,344.856899,172.42845,14.67922257,0.533333333,4.84,NA,4.84,2044.168519,4088.337039,1678.6802,2139.508843,460.8286435,633.2570935,4183.677362,0.15136375,0.727711775,93.47826087
"190","ZF46-30A","ZF46-30","ZF46","Northern","A","ZF046-030A",2014,"plains","mesic-subxeric","15-Jul-15",278.338,0,NA,3.2,2.2,NA,"NO ICE",37.1,NA,NA,"no","no","no","no","no",0,0,0,0,13.72116771,0,0,0.047778388,0,1.716618586,0,0,0.44034657,0,0.116666667,0,0,0.033333333,0,0.083333333,0.016666667,0,0,0,0,0,0.133333332,0.466666668,0.4,"Piba",87,205,95.7309,146.617,480.403,16.2167,166.328,51.3019,3593.75,9,9,9,62.427287,-116.503465,278.338,62.427558,-116.50323,275.636,"reburn early",4.874035766,2.437017883,316.687038,158.343519,15.92591126,0.25,6.9,9.398974021,6.9,2437.017883,4874.035766,1957.825996,2767.711607,809.885611,968.22913,5204.72949,0.186028713,0.836460695,93.48802395
"191","ZF46-30B","ZF46-30","ZF46","Northern","B","ZF046-030B",2014,"plains","subhygric","15-Jul-15",275.928,0,NA,26.95,26.7,2.666666667,"NO ICE",53.1,NA,NA,"no","yes","no","yes","yes",0,0,0,0,1.510320668,0,0,9.764986265,0,0,0,0,0.289157424,0,0.033333333,0,0,2.616666667,0,0,0.016666667,0,0,0,0,0,0.98125,0.0125,0.00625,"Pima",102,205,95.7309,146.617,480.403,16.2167,166.328,51.3019,3593.75,7,7,7,62.424989,-116.501221,275.928,62.425281,-116.501241,283.122,"reburn early",2.228815719,1.11440786,946.713819,473.35691,11.56446436,2.666666667,6.849387686,6.849387686,NA,1114.40786,2228.815719,21694.64506,24450.38562,2755.740563,3229.097473,25564.79348,0.126310329,0.853408913,98.50673195
"192","ZF46-30C","ZF46-30","ZF46","Northern","C","ZF046-030C",2014,"plains","mesic","15-Jul-15",281.412,0,NA,2.45,1.65,5.8125,"NO ICE",34.2,NA,NA,"no","no","no","yes","yes",0,0,0,0,14.46664147,0,7.540345967,0,0,1.678395875,0,0,0.130899694,0,0.316666667,0,0.233333333,0,0,0.2,0.033333333,0,0,0,0,0,0,0.40425532,0.59574468,"Piba",102,205,95.7309,146.617,480.403,16.2167,166.328,51.3019,3593.75,9,9,9,62.427253,-116.498949,281.412,62.427511,-116.498713,278.572,"reburn early",4.627718316,2.313859158,176.805492,88.402746,23.81628301,0.783333333,7.65,9.270754972,NA,2313.859158,4627.718316,1548.318224,NA,NA,NA,NA,NA,NA,88.62851505
"193","ZF46-35A","ZF46-35","ZF46","Northern","A","ZF046-035A",2014,"plains","mesic-subxeric","18-Jun-15",NA,0,NA,25.65,33,3.633333333,"NO ICE",54.6,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,0.02565634,0,0,17.03436987,0,0,0,0,0,0,0.016666667,0,0,0.266666667,0,0,0,0,0,0,0,0,0.94117647,0.05882353,0,"Pima",95,205,95.7309,146.617,480.403,16.2167,166.328,51.3019,3593.75,20,20,20,62.45081,-116.49489,NA,62.451,-116.49464,NA,"reburn early",5.327076357,2.663538179,964.725767,482.362883,17.06002621,0.283333333,7.837080311,7.837080311,NA,2663.538179,5327.076357,16924.14213,20310.1709,3386.028766,3868.391649,22973.70908,0.168383418,0.875306606,86.31039531
"194","ZF46-35B","ZF46-35","ZF46","Northern","B","ZF046-035B",2014,"plains","xeric","23-Jun-15",278.939,0,NA,0.35,NA,NA,"NO ICE",18.6,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,19.25652307,0,0,0.004712389,0,0,0,0,0.306305284,0,0.4,0,0,0.016666667,0,0,0.033333333,0,0,0,0,0,0.037037038,0.888888889,0.074074073,"Piba",110,205,95.7309,146.617,480.403,16.2167,166.328,51.3019,3593.75,20,20,20,62.450936,-116.497903,278.939,62.451198,-116.497648,281.423,"reburn early",5.734312856,2.867156428,649.792403,324.896202,19.56754074,0.45,5.99,NA,5.99,2867.156428,5734.312856,1596.738894,2136.922366,540.183472,865.079674,5004.078794,0.172874911,0.624432047,91.11275234
"195","ZF46-35C","ZF46-35","ZF46","Northern","C","ZF046-035C",2014,"plains","mesic","23-Jun-15",268.807,0,NA,20.75,21.6,4.1,"NO ICE",92.6,49.15,"no ice","yes","yes","not recorded","not recorded","not recorded",0,0,0,0,0.029452431,0,0,13.0415365,0,0,0,0,0.160352125,0,0.016666667,0,0,0.616666667,0,0,0.016666667,0,0,0,0,0,0.948717948,0.025641026,0.025641026,"Pima",95,205,95.7309,146.617,480.403,16.2167,166.328,51.3019,3593.75,20,20,20,62.449607,-116.496288,268.807,62.449859,-116.496162,269.092,"reburn early",3.586901161,1.793450581,1418.226867,709.113434,13.23134106,0.65,8.172058081,8.172058081,NA,1793.450581,3586.901161,14402.54456,17538.48693,3135.942376,3845.05581,19331.93751,0.198896557,0.815577857,86.13445378
"196","ZF46-37A","ZF46-37","ZF46","Northern","A","ZF046-037A",2014,"plains","mesic-subxeric","22-Aug-15",268.28,0,NA,7.05,7,3.05,"NO ICE",19.3,NA,NA,"no","no","yes","yes","yes",0,0,0,0,8.799731922,0,0,5.149070359,0,0,0,0,1.89856916,0,0.2,0,0,0.733333333,0,0,0.033333333,0,0,0,0,0,0.75862069,0.206896552,0.034482758,"Pima",70,204,95.6796,140.551,471.162,16.9593,161.019,52.3874,3821.71,9,9,9,62.463903,-116.504655,268.28,62.464176,-116.504414,276.045,"reburn early",3.979478833,1.989739417,699.988551,349.994275,15.84737144,0.966666667,6.597515755,6.597515755,NA,1989.739417,3979.478833,4065.246101,6801.128365,2735.882264,3085.876539,8790.867782,0.351032073,0.886581893,NA
"197","ZF46-37B","ZF46-37","ZF46","Northern","B","ZF046-037B",2014,"plains","mesic","22-Aug-15",274.597,0,NA,5.8,4.7,4.733333333,"NO ICE",18.5,NA,NA,"no","no","no","no","no",0,0,0,0,4.809778353,0,0,7.451595975,0,0,0,0,4.365766591,0,0.216666667,0,0,1.566666667,0,0,0.233333333,0,0,0,0,0,0.776859504,0.107438017,0.115702479,"Pima",70,204,95.6796,140.551,471.162,16.9593,161.019,52.3874,3821.71,9,9,9,62.464255,-116.506376,274.597,62.464495,-116.506144,272.589,"reburn early",3.035886538,1.517943269,1281.787923,640.893962,16.62714092,2.016666667,8.351120054,8.351120054,NA,1517.943269,3035.886538,3476.097896,6683.763632,3207.665736,3848.559698,8201.706901,0.469238872,0.833471737,73.48825587
"198","ZF46-37C","ZF46-37","ZF46","Northern","C","ZF046-037C",2014,"plains","xeric","22-Aug-15",276.144,0,NA,1.6,NA,NA,"NO ICE",37.3,NA,NA,"no","no","no","no","no",0,0,0,0,15.86307941,0,0,0.134041287,0,0,0,0,0.827940564,0,0.433333333,0,0,0.016666667,0,0,0.066666667,0,0,0,0,0,0.032258065,0.838709676,0.129032259,"Piba",70,204,95.6796,140.551,471.162,16.9593,161.019,52.3874,3821.71,9,9,9,62.465338,-116.506718,276.144,62.465581,-116.506445,267.617,"reburn early",4.646722477,2.323361238,485.250326,242.625163,16.82506126,0.516666667,4.74,NA,4.74,2323.361238,4646.722477,1676.400193,2137.794502,461.3943089,704.0194719,4461.15574,0.157811005,0.655371516,90.97951024
"199","ZF46-401A","ZF46-401","ZF46","Northern","A","ZF046-401A",2014,"plains","xeric","8-Jun-16",268,0,NA,3.3,5.1,3.066666667,NA,NA,15.5,"no ice","no","no","yes","yes","yes",0,0,0,0,9.111534993,0,0,0.125794606,0,0,0,0,0.132994089,0,1.433333333,0,0,0.016666667,0,0,0.1,0,0,0,0,0,0.010752688,0.924731183,0.064516129,"Piba",68,220,84.0401,39.4061,522.722,2.81061,66.3143,9.80554,1567.75,20,20,20,62.344769,-116.48331,268.2,62.345048,-116.482991,272.6,"sparse conifer",2.564234286,1.282117143,197.300984,98.650492,NA,NA,3.04,6.474193805,3.04,1282.117143,2564.234286,NA,NA,NA,NA,NA,NA,NA,NA
"200","ZF46-401B","ZF46-401","ZF46","Northern","B","ZF046-401B",2014,"plains","mesic-subxeric","8-Jun-16",271,0,NA,2.21,2.37,2.366666667,NA,NA,27.77777778,"no ice","no","no","no","no","no",0,0,0,0,7.537597074,0,0,0.839197938,0,0,0,0,0.810007306,0,0.166666667,0,0,0.15,0,0,0.066666667,0,0,0,0,0,0.391304347,0.434782609,0.173913044,"Piba",68,220,84.0401,39.4061,522.722,2.81061,66.3143,9.80554,1567.75,20,20,20,62.347382,-116.487537,270.7,62.347601,-116.48746,268.8,"sparse conifer",2.443145251,1.221572626,328.854105,164.427052,NA,NA,7.89,5.708128031,7.89,1221.572626,2443.145251,NA,NA,NA,NA,NA,NA,NA,NA
"201","ZF46-45A","ZF46-45","ZF46","Northern","A","ZF046-045A",2014,"plains","xeric","17-Jul-15",279,0,NA,1.3,NA,NA,"NO ICE",22.7,NA,NA,"no","no","no","yes","yes",0,0,0,0,17.89294096,0,0,0,0,9.445983711,0,0,0,0,0.1,0,0,0,0,1.15,0,0,0,0,0,0,0,0.08,0.92,"Piba",66,212,89.8661,74.0655,514.583,8.09226,108.933,28.3891,965.072,7,7,7,62.37752,-116.508,279,62.377737,-116.507853,265.844,"reburn late",7.080252245,3.540126123,0.308166,0.154083,27.33892467,1.25,5.04,NA,5.04,3540.126123,7080.252245,751.7193156,1233.704493,481.9851773,482.1392603,4773.830616,0.100996307,0.999680418,NA
"202","ZF46-45B","ZF46-45","ZF46","Northern","B","ZF046-045B",2014,"plains","subxeric","17-Jul-15",292.065,0,NA,2.7,1.777777778,5.45,"NO ICE",28.3,NA,NA,"no","no","yes","yes","yes",0,0,0,0,10.18923217,0,0,0,0,1.296168769,0,0,0.194909644,0,0.133333333,0,0,0,0,0.1,0.033333333,0,0,0,0,0,0,0.5,0.5,"Piba",66,212,89.8661,74.0655,514.583,8.09226,108.933,28.3891,965.072,7,7,7,62.376817,-116.505267,292.065,62.377064,-116.505082,283.06,"reburn late",3.778975108,1.889487554,36.185938,18.092969,11.68031059,0.266666667,4.47,9.012455251,4.47,1889.487554,3778.975108,1278.235522,1578.008503,299.772981,317.86595,3467.496057,0.091670169,0.943079877,NA
"203","ZF46-46A","ZF46-46","ZF46","Northern","A","ZF046-046A",2014,"plains","xeric","21-Aug-15",263.085,0,NA,1.45,NA,NA,"NO ICE",34.9,NA,NA,"no","no","no","no","no",0,0,0,0,16.94653617,0,0,0,0,0.67583512,0,0,0,0,0.133333333,0,0,0,0,0.116666667,0,0,0,0,0,0,0,0.533333332,0.466666668,"Piba",38,212,89.8661,74.0655,514.583,8.09226,108.933,28.3891,965.072,20,20,20,62.379622,-116.494302,263.085,62.379887,-116.494189,264.521,"reburn late",6.509181506,3.254590753,213.661847,106.830924,17.62237129,0.25,4.89,NA,4.89,3254.590753,6509.181506,1668.64953,2138.320804,469.6712742,576.5021982,5392.911557,0.106899991,0.814691211,93.49775785
"204","ZF46-48A","ZF46-48","ZF46","Northern","A","ZF046-048A",2014,"plains","mesic","15-Jul-15",258.667,0,NA,21,22.6,NA,"NO ICE",42.1,NA,NA,"no","yes","no","no","no",0,0,0,0,1.208727773,0,0,8.51842848,0,0,0,0,0,0,0.05,0,0,1.416666667,0,0,0,0,0,0,0,0,0.965909091,0.034090909,0,"Pima",71,225,86.8605,49.2355,560.493,6.74125,80.7399,21.518,2182.17,20,20,20,62.336107,-116.460835,258.667,62.336323,-116.460641,253.342,"reburn late",2.555769955,1.277884977,1219.861055,609.930528,9.727156254,1.466666667,11.05963176,11.05963176,NA,1277.884977,2555.769955,15760.2056,20434.48061,4674.275013,5284.205541,21712.36559,0.243373092,0.884574791,92.23525052
"205","ZF46-48B","ZF46-48","ZF46","Northern","B","ZF046-048B",2014,"plains","subxeric","15-Jul-15",255.671,0,NA,2.15,2.1,3.75,"NO ICE",53,NA,NA,"no","no","no","no","no",0,0,0,0,12.58482747,0.266773576,2.288126649,0.189150058,0,0.318740755,0,0,0,0,0.833333333,0.166666667,0.3,0.033333333,0,0.083333333,0,0,0,0,0,0,0.023529412,0.588235294,0.388235294,"Piba",38,225,86.8605,49.2355,560.493,6.74125,80.7399,21.518,2182.17,20,20,20,62.335501,-116.463558,255.671,62.335765,-116.463343,260.616,"reburn late",3.293284265,1.646642132,654.586828,327.293414,15.64761851,1.416666667,5.02,7.18131967,5.02,1646.642132,3293.284265,1408.994955,1735.553091,326.5581364,653.8515504,3382.195223,0.193321647,0.499437734,90.975
"206","ZF46-48C","ZF46-48","ZF46","Northern","C","ZF046-048C",2014,"plains","xeric","15-Jul-15",273.451,0,NA,2.35,NA,NA,"NO ICE",30.6,NA,NA,"no","no","no","no","no",0,0,0,0,11.06455843,0,0,0,0,0,0,0,0,0,2.266666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Piba",38,225,86.8605,49.2355,560.493,6.74125,80.7399,21.518,2182.17,20,20,20,62.334596,-116.466773,273.451,62.334792,-116.466713,265.423,"reburn late",2.474112218,1.237056109,297.078398,148.539199,11.06455843,2.266666667,3.99,NA,3.99,1237.056109,2474.112218,1557.21644,1990.723999,433.5075596,582.0467586,3227.780108,0.180324167,0.744798512,91.07981221
"207","ZF46-51A","ZF46-51","ZF46","Northern","A","ZF046-051A",2014,"plains","mesic","16-Jul-15",273.123,0,NA,10.9,9.6,4.55,"NO ICE",39.7,NA,NA,"no","yes","no","no","no",0,0,0,0,7.150657579,0,0,3.947542069,0,0,0,0,0,0,0.1,0,0,0.4,0,0,0,0,0,0,0,0,0.8,0.2,0,"Pima",71,214,89.9455,81.1979,529.104,7.14727,117.367,26.9321,2202.46,20,20,20,62.358387,-116.488399,273.123,62.358634,-116.488237,267.617,"reburn late",3.197393756,1.598696878,501.304041,250.65202,11.09819965,0.5,8.324928092,8.324928092,NA,1598.696878,3197.393756,7067.05436,10328.1358,3261.081438,3511.733458,11926.83268,0.294439735,0.928624418,98.493083
"208","ZF46-51B","ZF46-51","ZF46","Northern","B","ZF046-051B",2014,"plains","xeric","16-Jul-15",277.676,0,NA,0.75,0.1,NA,"NO ICE",66.6,NA,NA,"no","no","no","yes","yes",0,0,0,0,18.08654161,0,0,0,0,0.729634894,0,0,0,0,0.183333333,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0.578947369,0.421052631,"Piba",71,214,89.9455,81.1979,529.104,7.14727,117.367,26.9321,2202.46,20,20,20,62.35941,-116.490063,277.676,62.35959,-116.489836,274.629,"reburn late",6.456372403,3.228186202,441.274085,220.637043,18.8161765,0.316666667,5.59,5.376944871,5.59,3228.186202,6456.372403,1619.142064,2136.823466,517.6814022,738.3184452,5365.009668,0.137617356,0.701162765,96.02567267
